"","AREA_TITLE","PRIM_STATE","OCC_TITLE","TOT_EMP","EMP_PRSE","JOBS_1000","LOC_QUOTIENT","A_MEAN","MEAN_PRSE","A_PCT10","A_PCT25","A_MEDIAN","A_PCT75","A_PCT90"
"1","Abilene, TX","TX","Computer and Mathematical Occupations",990,4.8,14.411,0.44,67670,2.7,35620,46780,60110,80040,113980
"2","Abilene, TX","TX","Computer Network Architects",30,28.2,0.464,0.39,116360,12.2,59670,84800,128180,151700,151700
"3","Abilene, TX","TX","Software Developers",120,12.4,1.739,0.18,95400,3.8,47880,76310,91910,115640,131100
"4","Abilene, TX","TX","Architecture and Engineering Occupations",630,4.1,9.2,0.53,73790,3,36940,47910,61040,93350,120260
"5","Abilene, TX","TX","Civil Engineers",140,9.4,2.065,0.96,72350,2.1,47910,54160,61040,79380,104740
"6","Abilene, TX","TX","Electrical Engineers",50,9.4,0.762,0.58,99130,3.3,59450,75860,99710,120260,126720
"7","Abilene, TX","TX","Mechanical Engineers",50,15.6,0.667,0.34,93310,6,52950,67610,96130,118870,149950
"8","Abilene, TX","TX","Petroleum Engineers",30,12.8,0.483,3.08,126640,7.7,86890,96370,117780,124310,174680
"9","Abilene, TX","TX","Architectural and Civil Drafters",50,31.3,0.745,1.04,48760,6.4,23260,36820,48460,58630,66900
"10","Abilene, TX","TX","Civil Engineering Technologists and Technicians",50,9.1,0.781,1.71,46450,3.5,36740,36740,41940,48400,60050
"11","Abilene, TX","TX","Data Entry Keyers",80,10.9,1.153,1.1,31620,1.4,23170,26980,29820,37680,44270
"12","Abilene, TX","TX","Operating Engineers and Other Construction Equipment Operators",200,10.1,2.908,1.01,39570,2.1,29690,29980,37650,46590,48370
"13","Aguadilla-Isabela, PR","PR","Architectural and Engineering Managers",40,5.7,0.967,0.73,101470,1.7,73050,77300,98420,125740,125740
"14","Aguadilla-Isabela, PR","PR","Computer and Mathematical Occupations",830,6.1,18.31,0.55,50450,1.6,22760,34280,46870,62290,79670
"15","Aguadilla-Isabela, PR","PR","Software Developers",330,14.3,7.257,0.75,62890,3.3,45660,48550,62290,79670,79670
"16","Aguadilla-Isabela, PR","PR","Architecture and Engineering Occupations",990,4.1,21.688,1.25,61340,2,31710,46760,61000,77240,94690
"17","Aguadilla-Isabela, PR","PR","Civil Engineers",160,4.5,3.482,1.61,59120,1.7,36730,47620,60980,71030,77890
"18","Aguadilla-Isabela, PR","PR","Computer Hardware Engineers",70,47.3,1.591,3.04,85180,9.7,37030,72610,72650,118830,118900
"19","Aguadilla-Isabela, PR","PR","Industrial Engineers",240,3.6,5.252,2.52,69430,0.7,37340,47620,61000,77890,98900
"20","Aguadilla-Isabela, PR","PR","Electrical and Electronic Engineering Technologists and Technicians",80,7.2,1.656,2.3,44650,3.1,22370,27700,37180,68950,77240
"21","Aguadilla-Isabela, PR","PR","Industrial Engineering Technologists and Technicians",80,12.2,1.683,3.82,40570,3.7,22710,30130,37180,47150,59440
"22","Aguadilla-Isabela, PR","PR","Data Entry Keyers",100,8.9,2.198,2.1,18780,2.1,16510,16800,17480,18260,23710
"23","Aguadilla-Isabela, PR","PR","Operating Engineers and Other Construction Equipment Operators",90,6.8,2.08,0.72,20500,1.9,16660,17460,18610,22610,27610
"24","Akron, OH","OH","Architectural and Engineering Managers",420,7.2,1.352,1.02,140470,1.2,98830,120230,128830,162600,191790
"25","Akron, OH","OH","Computer and Mathematical Occupations",8620,2.2,27.961,0.85,84290,1.3,38950,59990,78280,101140,127510
"26","Akron, OH","OH","Computer Network Architects",280,8.3,0.918,0.77,103860,2.3,63240,78450,100900,126680,132430
"27","Akron, OH","OH","Database Administrators",130,10.9,0.434,0.71,94170,3.4,49160,73010,98290,123090,128240
"28","Akron, OH","OH","Database Architects",90,22.8,0.282,0.79,104580,5.8,76170,76170,97380,127240,159390
"29","Akron, OH","OH","Software Developers",2320,7.6,7.527,0.78,101380,2.8,61550,77850,98370,124480,152550
"30","Akron, OH","OH","Software Quality Assurance Analysts and Testers",280,17.4,0.92,0.68,89500,7,58490,61980,79410,122990,126780
"31","Akron, OH","OH","Data Scientists",170,12.5,0.568,0.75,84600,2.2,47760,62430,80290,99040,126150
"32","Akron, OH","OH","Architecture and Engineering Occupations",5780,1.8,18.751,1.08,81620,1,47040,60640,77140,98220,124180
"33","Akron, OH","OH","Architects, Except Landscape and Naval",130,11.9,0.426,0.6,79040,2.5,47960,61160,77030,96510,100660
"34","Akron, OH","OH","Civil Engineers",580,6.9,1.87,0.87,86450,1.9,60380,61480,78130,99280,126190
"35","Akron, OH","OH","Computer Hardware Engineers",50,17.2,0.149,0.28,90000,5.2,59820,76310,85170,102280,130850
"36","Akron, OH","OH","Electrical Engineers",570,6.3,1.854,1.4,97960,2.3,62360,76650,97090,122650,130280
"37","Akron, OH","OH","Electronics Engineers, Except Computer",120,13.9,0.402,0.53,93260,5.3,61200,76000,97100,123430,127260
"38","Akron, OH","OH","Environmental Engineers",100,33.7,0.309,1.02,98590,11.8,61680,75700,82830,105860,162410
"39","Akron, OH","OH","Industrial Engineers",920,3.9,2.976,1.43,85880,1,60000,73750,79140,98750,123070
"40","Akron, OH","OH","Materials Engineers",140,10.7,0.459,3.01,90750,4.6,52780,74870,79890,122650,125170
"41","Akron, OH","OH","Mechanical Engineers",990,5.3,3.222,1.63,87830,1.5,59380,62360,78530,99770,126190
"42","Akron, OH","OH","Engineers, All Other",330,6.8,1.06,0.98,93550,2,51330,75230,86210,122650,136160
"43","Akron, OH","OH","Architectural and Civil Drafters",140,10.8,0.446,0.62,54640,2.1,36930,46620,58770,61580,77380
"44","Akron, OH","OH","Civil Engineering Technologists and Technicians",280,5.3,0.916,2.01,62740,1,37230,49610,61150,77750,77750
"45","Akron, OH","OH","Electrical and Electronic Engineering Technologists and Technicians",80,14,0.245,0.34,64720,2.4,37650,58510,62310,74510,91130
"46","Akron, OH","OH","Industrial Engineering Technologists and Technicians",290,6.2,0.929,2.11,54340,1.9,37180,46740,47540,60710,75800
"47","Akron, OH","OH","Mechanical Engineering Technologists and Technicians",130,11.7,0.424,1.49,55470,3.1,37580,47740,48280,61730,75800
"48","Akron, OH","OH","Engineering Technologists and Technicians, Except Drafters, All Other",130,9.8,0.41,0.79,59350,2.4,36660,47200,60710,75340,78700
"49","Akron, OH","OH","Engineering Teachers, Postsecondary",150,0.3,0.484,1.92,104840,0.4,50180,78020,104940,134350,157540
"50","Akron, OH","OH","Demonstrators and Product Promoters",130,35.9,0.424,1.47,38630,29.3,23400,30190,30200,30200,37780
"51","Akron, OH","OH","Sales Engineers",130,23.8,0.431,1.02,132820,21.9,63220,96920,109310,203510,203510
"52","Akron, OH","OH","Data Entry Keyers",330,8,1.056,1.01,35360,1.6,23520,29160,35900,37250,46680
"53","Akron, OH","OH","Operating Engineers and Other Construction Equipment Operators",750,5,2.438,0.85,63490,1.8,46540,47610,60630,77800,78820
"54","Akron, OH","OH","Stationary Engineers and Boiler Operators",50,26.5,0.151,0.71,57350,2.8,48500,48500,60110,62160,64650
"55","Albany, GA","GA","Computer and Mathematical Occupations",650,7,11.167,0.34,79100,3.1,38120,48890,76730,100730,119860
"56","Albany, GA","GA","Software Developers",100,18.7,1.798,0.19,98450,3.2,47830,78060,102440,118120,130540
"57","Albany, GA","GA","Architecture and Engineering Occupations",530,5.4,9.164,0.53,74210,2.4,37440,48150,71120,89800,119770
"58","Albany, GA","GA","Civil Engineers",50,12.7,0.942,0.44,76630,3.9,51680,59770,67320,83110,119210
"59","Albany, GA","GA","Industrial Engineers",50,19.9,0.839,0.4,78880,3.2,52270,60550,76850,92550,122760
"60","Albany, GA","GA","Engineers, All Other",40,20.7,0.737,0.68,105980,9.4,47050,76160,95410,120260,151840
"61","Albany, GA","GA","Electrical and Electronic Engineering Technologists and Technicians",60,11.4,1.007,1.4,64340,2.3,37440,47790,68950,77560,85220
"62","Albany, GA","GA","Engineering Technologists and Technicians, Except Drafters, All Other",50,12.3,0.902,1.73,67710,2.9,46880,47790,71120,81490,93830
"63","Albany, GA","GA","Data Entry Keyers",70,22.8,1.178,1.13,31890,3.1,23210,28320,29170,36650,39670
"64","Albany, GA","GA","Operating Engineers and Other Construction Equipment Operators",220,7.5,3.797,1.32,36190,1.5,25500,29850,36750,38620,46590
"65","Albany, OR","OR","Architectural and Engineering Managers",30,7.4,0.679,0.51,121710,1.4,78850,96680,122360,137270,158010
"66","Albany, OR","OR","Computer and Mathematical Occupations",490,7,10.984,0.33,78120,3.4,44720,57250,74170,98690,121020
"67","Albany, OR","OR","Software Developers",100,15.3,2.2,0.23,103320,4.1,60570,80320,98870,121020,156900
"68","Albany, OR","OR","Architecture and Engineering Occupations",550,3.2,12.269,0.71,80230,1.1,47400,60070,76670,97090,121040
"69","Albany, OR","OR","Civil Engineers",40,21.2,0.822,0.38,91220,3,59630,75510,95100,97590,125930
"70","Albany, OR","OR","Industrial Engineers",90,3.6,2.004,0.96,91580,1.3,60900,78810,97090,99340,110060
"71","Albany, OR","OR","Mechanical Engineers",70,12.9,1.586,0.8,87510,2.1,60750,76650,79390,97640,122650
"72","Albany, OR","OR","Architectural and Civil Drafters",40,13.8,0.88,1.22,56590,3.7,37720,47230,55520,61510,76920
"73","Albany, OR","OR","Operating Engineers and Other Construction Equipment Operators",170,22.9,3.849,1.34,55160,4.5,37840,42780,57030,60630,71590
"74","Albany, OR","OR","Stationary Engineers and Boiler Operators",40,13.8,0.818,3.86,57450,3.2,47230,47230,60360,60910,76890
"75","Albany-Schenectady-Troy, NY","NY","Computer and Mathematical Occupations",14790,1.9,35.269,1.07,86890,1.2,48770,62690,79710,101510,131040
"76","Albany-Schenectady-Troy, NY","NY","Computer Network Architects",400,31,0.959,0.8,112100,6.3,70750,80510,103240,132380,163360
"77","Albany-Schenectady-Troy, NY","NY","Database Administrators",390,3.2,0.929,1.52,93220,1.7,60600,79700,101380,101380,131040
"78","Albany-Schenectady-Troy, NY","NY","Database Architects",120,12.9,0.284,0.79,116620,6.4,55740,84220,128140,135580,168460
"79","Albany-Schenectady-Troy, NY","NY","Software Developers",2810,5.8,6.693,0.69,103060,2,63160,79540,101510,127310,148370
"80","Albany-Schenectady-Troy, NY","NY","Software Quality Assurance Analysts and Testers",490,5.5,1.173,0.87,87850,2.7,48770,63160,81120,102410,127180
"81","Albany-Schenectady-Troy, NY","NY","Data Scientists",300,11.6,0.706,0.94,102760,4.6,53400,74480,95270,131040,152920
"82","Albany-Schenectady-Troy, NY","NY","Architecture and Engineering Occupations",10350,1.1,24.666,1.43,90740,0.8,48340,62020,79910,102390,130460
"83","Albany-Schenectady-Troy, NY","NY","Architects, Except Landscape and Naval",360,4.8,0.852,1.2,88860,2.7,55050,62430,79570,99280,127080
"84","Albany-Schenectady-Troy, NY","NY","Landscape Architects",100,13.4,0.231,1.87,83600,3.2,49530,61580,79820,100380,127080
"85","Albany-Schenectady-Troy, NY","NY","Bioengineers and Biomedical Engineers",90,13,0.214,1.75,112480,3.2,64870,95580,111460,125220,162240
"86","Albany-Schenectady-Troy, NY","NY","Chemical Engineers",170,47.1,0.395,2.3,118020,5,77750,99340,100290,127340,163040
"87","Albany-Schenectady-Troy, NY","NY","Civil Engineers",1480,4.2,3.535,1.64,93620,1.7,61400,78060,98410,101220,129620
"88","Albany-Schenectady-Troy, NY","NY","Computer Hardware Engineers",50,16.5,0.114,0.22,124010,4.1,65450,83540,104950,129270,188800
"89","Albany-Schenectady-Troy, NY","NY","Electrical Engineers",820,4.3,1.966,1.49,109090,0.9,61480,78500,100290,128330,164340
"90","Albany-Schenectady-Troy, NY","NY","Electronics Engineers, Except Computer",190,17.7,0.455,0.6,117340,2.7,77300,95580,120700,128690,164340
"91","Albany-Schenectady-Troy, NY","NY","Environmental Engineers",400,3.5,0.952,3.15,91380,1.9,61400,78060,99280,99280,126500
"92","Albany-Schenectady-Troy, NY","NY","Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",160,19.1,0.387,2.38,98250,1.6,61580,78590,99340,114890,133560
"93","Albany-Schenectady-Troy, NY","NY","Industrial Engineers",1420,2,3.384,1.62,101900,0.9,61480,78500,100290,128330,162770
"94","Albany-Schenectady-Troy, NY","NY","Materials Engineers",100,3.2,0.228,1.49,113760,0.9,61400,82530,101370,128690,164340
"95","Albany-Schenectady-Troy, NY","NY","Mechanical Engineers",1120,8,2.673,1.35,106120,1.2,62750,78520,99630,127080,145200
"96","Albany-Schenectady-Troy, NY","NY","Nuclear Engineers",90,17.2,0.205,2.27,105840,5.4,61650,80600,96340,131590,163140
"97","Albany-Schenectady-Troy, NY","NY","Engineers, All Other",670,3.1,1.591,1.47,113740,1,77400,82580,102390,130520,167790
"98","Albany-Schenectady-Troy, NY","NY","Architectural and Civil Drafters",320,13.2,0.767,1.07,58600,2.3,38260,47230,57690,65970,79090
"99","Albany-Schenectady-Troy, NY","NY","Civil Engineering Technologists and Technicians",150,10.7,0.358,0.79,62310,1.8,37020,59330,60980,75500,76920
"100","Albany-Schenectady-Troy, NY","NY","Electrical and Electronic Engineering Technologists and Technicians",870,3.6,2.079,2.89,63750,1.3,47690,47690,60980,77760,78990
"101","Albany-Schenectady-Troy, NY","NY","Environmental Engineering Technologists and Technicians",70,10.2,0.16,1.51,51720,1.2,29610,37670,48160,60990,81020
"102","Albany-Schenectady-Troy, NY","NY","Industrial Engineering Technologists and Technicians",320,3.4,0.755,1.71,75750,0.7,47690,60980,77760,99210,99210
"103","Albany-Schenectady-Troy, NY","NY","Mechanical Engineering Technologists and Technicians",150,5.5,0.354,1.24,73800,1.5,48670,60360,77760,80410,99210
"104","Albany-Schenectady-Troy, NY","NY","Engineering Technologists and Technicians, Except Drafters, All Other",600,1.8,1.436,2.75,55210,0.5,38120,38240,48670,62540,79410
"105","Albany-Schenectady-Troy, NY","NY","Mathematical Science Teachers, Postsecondary",150,1.9,0.356,1.14,89210,0.3,50640,77450,78900,100360,125930
"106","Albany-Schenectady-Troy, NY","NY","Sales Engineers",210,22.9,0.504,1.19,118960,4,77750,80990,105050,142730,180150
"107","Albany-Schenectady-Troy, NY","NY","Data Entry Keyers",380,12.5,0.898,0.86,39790,4.6,28630,30640,37830,46910,58640
"108","Albany-Schenectady-Troy, NY","NY","Operating Engineers and Other Construction Equipment Operators",1110,5.6,2.648,0.92,72450,2.4,46910,47900,61670,96420,103450
"109","Albany-Schenectady-Troy, NY","NY","Stationary Engineers and Boiler Operators",370,7.2,0.89,4.21,60960,0.6,48490,49460,61830,61830,78610
"110","Albuquerque, NM","NM","Computer and Mathematical Occupations",9660,3.8,26.509,0.8,85560,2.3,38480,53760,77880,105320,151400
"111","Albuquerque, NM","NM","Computer Network Architects",240,7.7,0.666,0.56,101250,1.5,61080,79380,100440,120240,129320
"112","Albuquerque, NM","NM","Database Administrators",340,32.1,0.939,1.54,82110,3.6,58840,65500,77500,99000,105060
"113","Albuquerque, NM","NM","Database Architects",130,36.5,0.364,1.02,110090,4.3,61090,79220,120240,127240,156930
"114","Albuquerque, NM","NM","Software Developers",1440,10.9,3.942,0.41,111400,4.1,62460,79360,102570,129400,165470
"115","Albuquerque, NM","NM","Software Quality Assurance Analysts and Testers",480,4.3,1.306,0.97,114990,1.6,61710,80290,119990,151400,151400
"116","Albuquerque, NM","NM","Data Scientists",110,12.3,0.297,0.39,78200,5.4,47380,60500,63060,99040,126780
"117","Albuquerque, NM","NM","Architecture and Engineering Occupations",13140,2,36.054,2.08,107240,0.9,52060,76600,99980,130850,151980
"118","Albuquerque, NM","NM","Architects, Except Landscape and Naval",410,6.3,1.121,1.57,74530,5.7,46710,48150,74770,98030,101020
"119","Albuquerque, NM","NM","Bioengineers and Biomedical Engineers",50,42.6,0.128,1.05,106690,15.6,79940,80680,102160,120390,151900
"120","Albuquerque, NM","NM","Civil Engineers",650,15.3,1.772,0.82,93430,2.5,62410,77030,85760,108160,124970
"121","Albuquerque, NM","NM","Electrical Engineers",1270,10.4,3.485,2.64,117760,2.6,62500,85170,120390,151900,154750
"122","Albuquerque, NM","NM","Electronics Engineers, Except Computer",570,6.1,1.566,2.06,132230,1.1,79890,103000,120390,151900,192040
"123","Albuquerque, NM","NM","Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",120,19.5,0.327,2.01,85790,4.7,47370,59280,78210,101350,151900
"124","Albuquerque, NM","NM","Industrial Engineers",460,15,1.268,0.61,111740,2,75230,84100,102200,128780,162410
"125","Albuquerque, NM","NM","Mechanical Engineers",1360,4.1,3.718,1.88,124110,1.4,77500,98990,120390,151900,162410
"126","Albuquerque, NM","NM","Engineers, All Other",1420,6.3,3.883,3.6,125430,1.5,77500,99040,126780,151900,169770
"127","Albuquerque, NM","NM","Architectural and Civil Drafters",320,15.8,0.885,1.23,54980,2.7,36900,46840,57960,60290,76600
"128","Albuquerque, NM","NM","Civil Engineering Technologists and Technicians",240,20.2,0.667,1.46,52030,3.8,37650,47260,48460,60040,64420
"129","Albuquerque, NM","NM","Electrical and Electronic Engineering Technologists and Technicians",510,10.1,1.408,1.96,76600,3.7,46840,59110,76460,94130,98660
"130","Albuquerque, NM","NM","Mechanical Engineering Technologists and Technicians",100,15.4,0.273,0.96,80580,3,59110,74410,78960,94130,94130
"131","Albuquerque, NM","NM","Sound Engineering Technicians",80,14.3,0.207,2.7,50960,2.3,38550,44140,50300,50310,61700
"132","Albuquerque, NM","NM","Demonstrators and Product Promoters",180,18.5,0.488,1.69,30990,1,28090,28820,30400,30400,36360
"133","Albuquerque, NM","NM","Data Entry Keyers",150,15.2,0.416,0.4,33620,3.8,23710,29100,30130,37700,45850
"134","Albuquerque, NM","NM","Operating Engineers and Other Construction Equipment Operators",1240,7.8,3.412,1.19,46080,1.5,36750,37780,47060,48490,60630
"135","Albuquerque, NM","NM","Stationary Engineers and Boiler Operators",40,2.9,0.098,0.47,55890,0.3,37410,48460,58340,61620,77090
"136","Alexandria, LA","LA","Computer and Mathematical Occupations",380,4,6.433,0.19,68070,2.1,36900,48870,62680,79860,100730
"137","Alexandria, LA","LA","Software Developers",30,19.8,0.539,0.06,91330,5.8,55550,74970,85290,99510,117780
"138","Alexandria, LA","LA","Architecture and Engineering Occupations",630,3.3,10.803,0.62,71110,1.7,36200,46360,63380,94660,115740
"139","Alexandria, LA","LA","Architects, Except Landscape and Naval",30,9.8,0.516,0.72,87710,3.2,44970,60360,90260,98990,121140
"140","Alexandria, LA","LA","Civil Engineers",70,13.7,1.223,0.57,86140,6.1,57250,60550,77800,107530,122860
"141","Alexandria, LA","LA","Electrical Engineers",50,14.1,0.899,0.68,103040,2.7,76230,94660,99980,128020,128020
"142","Alexandria, LA","LA","Engineers, All Other",120,7.4,2.106,1.95,83670,2.2,47370,60680,78520,99980,123200
"143","Alexandria, LA","LA","Electrical and Electronic Engineering Technologists and Technicians",30,16.3,0.59,0.82,58670,3.9,31980,38050,60710,75420,92980
"144","Alexandria, LA","LA","Engineering Technologists and Technicians, Except Drafters, All Other",80,6,1.37,2.62,46470,2.2,29200,36790,46360,58770,60550
"145","Alexandria, LA","LA","Operating Engineers and Other Construction Equipment Operators",330,4.9,5.701,1.98,39900,1.4,28780,30290,37500,46640,55540
"146","Allentown-Bethlehem-Easton, PA-NJ","PA","Architectural and Engineering Managers",450,3.7,1.293,0.97,149050,1,99480,120010,133560,168580,207660
"147","Allentown-Bethlehem-Easton, PA-NJ","PA","Computer and Mathematical Occupations",6720,2.9,19.363,0.59,83710,1.4,40270,58500,79130,102600,131250
"148","Allentown-Bethlehem-Easton, PA-NJ","PA","Computer Network Architects",200,12.7,0.562,0.47,115490,3.8,75650,92700,103930,132900,168880
"149","Allentown-Bethlehem-Easton, PA-NJ","PA","Database Administrators",130,27.6,0.372,0.61,78380,6.9,44700,55990,74980,100480,125250
"150","Allentown-Bethlehem-Easton, PA-NJ","PA","Database Architects",100,14.4,0.29,0.81,93610,7,37960,50650,83080,124480,168880
"151","Allentown-Bethlehem-Easton, PA-NJ","PA","Software Developers",1350,5.8,3.897,0.4,104880,1.5,62410,80320,102570,127720,138060
"152","Allentown-Bethlehem-Easton, PA-NJ","PA","Software Quality Assurance Analysts and Testers",250,9.7,0.71,0.53,82140,3.1,47370,62020,80290,101520,124870
"153","Allentown-Bethlehem-Easton, PA-NJ","PA","Data Scientists",150,19.2,0.439,0.58,91150,5.2,54000,62510,79860,104330,130150
"154","Allentown-Bethlehem-Easton, PA-NJ","PA","Architecture and Engineering Occupations",5360,1.7,15.441,0.89,83570,0.8,47990,61270,79010,101020,130120
"155","Allentown-Bethlehem-Easton, PA-NJ","PA","Architects, Except Landscape and Naval",160,8.2,0.455,0.64,88540,4.1,48350,61940,79380,116760,130510
"156","Allentown-Bethlehem-Easton, PA-NJ","PA","Chemical Engineers",90,10.3,0.254,1.48,118320,2.4,75230,89810,107880,140240,172020
"157","Allentown-Bethlehem-Easton, PA-NJ","PA","Civil Engineers",570,5.4,1.652,0.76,88460,1.7,59630,65480,80880,101830,131790
"158","Allentown-Bethlehem-Easton, PA-NJ","PA","Electrical Engineers",500,7.7,1.431,1.08,104580,2.8,62960,79640,101780,130490,134340
"159","Allentown-Bethlehem-Easton, PA-NJ","PA","Electronics Engineers, Except Computer",100,15.5,0.279,0.37,98550,5.6,61200,77420,97510,126190,133080
"160","Allentown-Bethlehem-Easton, PA-NJ","PA","Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",60,21.7,0.18,1.11,92490,3.4,50440,66130,83270,105460,133400
"161","Allentown-Bethlehem-Easton, PA-NJ","PA","Industrial Engineers",720,5.6,2.085,1,85530,2,59400,64300,79610,100070,123120
"162","Allentown-Bethlehem-Easton, PA-NJ","PA","Materials Engineers",90,15,0.252,1.65,93910,4.7,62560,64160,82060,104850,134170
"163","Allentown-Bethlehem-Easton, PA-NJ","PA","Mechanical Engineers",1190,3.8,3.429,1.74,92340,1.2,60750,76360,81740,103670,131600
"164","Allentown-Bethlehem-Easton, PA-NJ","PA","Engineers, All Other",160,8.4,0.471,0.44,85830,2.3,60940,65470,79890,102080,126780
"165","Allentown-Bethlehem-Easton, PA-NJ","PA","Architectural and Civil Drafters",280,10.6,0.816,1.13,58690,2.8,37490,47040,60110,63960,79970
"166","Allentown-Bethlehem-Easton, PA-NJ","PA","Civil Engineering Technologists and Technicians",100,21.2,0.28,0.62,54350,5.4,38160,44360,48530,60820,76880
"167","Allentown-Bethlehem-Easton, PA-NJ","PA","Electrical and Electronic Engineering Technologists and Technicians",230,8.2,0.664,0.92,62670,2.8,38380,48280,60110,74410,82330
"168","Allentown-Bethlehem-Easton, PA-NJ","PA","Industrial Engineering Technologists and Technicians",90,9.7,0.273,0.62,53760,1.8,36480,39080,49030,62060,78700
"169","Allentown-Bethlehem-Easton, PA-NJ","PA","Mechanical Engineering Technologists and Technicians",130,7.4,0.379,1.33,61500,4.8,37900,48350,61820,73440,79130
"170","Allentown-Bethlehem-Easton, PA-NJ","PA","Engineering Technologists and Technicians, Except Drafters, All Other",230,14.3,0.651,1.25,62860,3.6,39030,48390,60110,76530,100360
"171","Allentown-Bethlehem-Easton, PA-NJ","PA","Mathematical Science Teachers, Postsecondary",120,0.9,0.344,1.1,85010,0.4,48260,60900,76170,98030,132800
"172","Allentown-Bethlehem-Easton, PA-NJ","PA","Sales Engineers",150,10.1,0.432,1.02,99370,2.7,62850,76250,85720,121350,162410
"173","Allentown-Bethlehem-Easton, PA-NJ","PA","Data Entry Keyers",430,17.1,1.248,1.19,34350,3,28130,28850,31230,37710,46960
"174","Allentown-Bethlehem-Easton, PA-NJ","PA","Operating Engineers and Other Construction Equipment Operators",860,5.6,2.49,0.87,54470,2.4,31760,43370,49470,61980,80370
"175","Allentown-Bethlehem-Easton, PA-NJ","PA","Stationary Engineers and Boiler Operators",70,4.3,0.216,1.02,62780,0.4,45550,59750,61160,76670,77290
"176","Altoona, PA","PA","Architectural and Engineering Managers",40,7,0.746,0.56,119110,2.8,94730,99480,118680,133570,165090
"177","Altoona, PA","PA","Computer and Mathematical Occupations",800,4.7,14.207,0.43,67020,3.3,36880,46890,61460,82690,101130
"178","Altoona, PA","PA","Software Developers",110,15.2,1.927,0.2,85870,5.6,56430,71620,92630,97330,118600
"179","Altoona, PA","PA","Architecture and Engineering Occupations",690,3.6,12.304,0.71,74220,1.3,45180,57670,72940,91680,101780
"180","Altoona, PA","PA","Civil Engineers",200,6.9,3.47,1.61,86360,2,62710,71510,79820,96910,111030
"181","Altoona, PA","PA","Industrial Engineers",80,6.4,1.455,0.7,72840,2.4,47480,60310,73990,78210,96780
"182","Altoona, PA","PA","Mechanical Engineers",70,11.4,1.239,0.63,79190,2.3,47960,60900,75050,98250,101780
"183","Altoona, PA","PA","Architectural and Civil Drafters",70,14.7,1.186,1.65,56860,3.4,36830,47240,58930,61730,75600
"184","Altoona, PA","PA","Data Entry Keyers",60,10.7,1.117,1.07,33030,1.6,26880,29160,29970,36890,44390
"185","Altoona, PA","PA","Operating Engineers and Other Construction Equipment Operators",200,6.1,3.456,1.2,46090,3.2,28660,36030,44240,56120,61000
"186","Amarillo, TX","TX","Architectural and Engineering Managers",70,7.6,0.64,0.48,151810,2.9,93580,118790,136080,193830,204720
"187","Amarillo, TX","TX","Computer and Mathematical Occupations",1590,5.9,13.805,0.42,77570,2.6,37850,48110,72800,98750,121120
"188","Amarillo, TX","TX","Computer Network Architects",30,22,0.294,0.25,99510,8.4,47190,75370,98750,123100,145420
"189","Amarillo, TX","TX","Software Developers",310,14,2.723,0.28,99860,2,59800,75410,95440,117720,149470
"190","Amarillo, TX","TX","Software Quality Assurance Analysts and Testers",80,6.7,0.68,0.5,54050,3.5,38190,38190,38190,69130,95810
"191","Amarillo, TX","TX","Architecture and Engineering Occupations",1500,2.4,13.038,0.75,82250,1.4,38040,54970,75670,99750,126790
"192","Amarillo, TX","TX","Architects, Except Landscape and Naval",40,16,0.326,0.46,81620,5.6,48080,60550,77490,101020,128780
"193","Amarillo, TX","TX","Civil Engineers",150,8.8,1.284,0.59,78350,2.9,48000,56120,69670,98610,120390
"194","Amarillo, TX","TX","Electrical Engineers",70,22.2,0.595,0.45,100010,1.8,72110,79390,99750,122810,130040
"195","Amarillo, TX","TX","Industrial Engineers",320,5.2,2.777,1.33,94290,1.8,58450,74400,94790,118320,120790
"196","Amarillo, TX","TX","Mechanical Engineers",100,7.6,0.903,0.46,105980,2.7,74730,89250,98810,124420,152290
"197","Amarillo, TX","TX","Engineers, All Other",90,4.8,0.781,0.72,115860,1.6,59410,82640,115930,155990,172580
"198","Amarillo, TX","TX","Architectural and Civil Drafters",50,13,0.401,0.56,44240,4.2,29720,30890,39030,49750,61510
"199","Amarillo, TX","TX","Civil Engineering Technologists and Technicians",110,4.1,0.946,2.08,43960,2.6,36410,37790,40520,46170,56030
"200","Amarillo, TX","TX","Electrical and Electronic Engineering Technologists and Technicians",50,10.1,0.462,0.64,68720,2.3,46310,60220,74300,74990,84030
"201","Amarillo, TX","TX","Engineering Technologists and Technicians, Except Drafters, All Other",30,30,0.282,0.54,51380,4.2,29430,36930,46840,62920,69250
"202","Amarillo, TX","TX","Mathematical Science Teachers, Postsecondary",40,0,0.355,1.13,59010,0.5,48540,48950,61320,61560,80970
"203","Amarillo, TX","TX","Operating Engineers and Other Construction Equipment Operators",430,5.1,3.747,1.3,39980,1,28780,30860,38000,46970,51440
"204","Ames, IA","IA","Architectural and Engineering Managers",80,7.8,1.788,1.35,129390,3.1,101660,102520,126500,131130,162940
"205","Ames, IA","IA","Computer and Mathematical Occupations",1440,3.9,32.193,0.97,82960,2.4,47040,60810,78200,99510,127240
"206","Ames, IA","IA","Software Developers",420,6.1,9.31,0.96,97990,1.7,60730,79220,99510,120240,127240
