"","AREA_TITLE","PRIM_STATE","OCC_TITLE","TOT_EMP","EMP_PRSE","JOBS_1000","LOC_QUOTIENT","A_MEAN","MEAN_PRSE","A_PCT10","A_PCT25","A_MEDIAN","A_PCT75","A_PCT90"
"371","Florida","FL","Mechanical Engineering Technologists and Technicians",730,15,0.085,0.3,61420,5.1,30370,47040,60110,77300,94130
"372","Florida","FL","Engineering Technologists and Technicians, Except Drafters, All Other",2510,8.6,0.292,0.56,64720,1.8,37410,47290,61950,77920,95860
"373","Florida","FL","Mathematical Science Teachers, Postsecondary",1380,3.9,0.16,0.51,76810,1.9,19250,48860,75910,99180,123630
"374","Florida","FL","Architecture Teachers, Postsecondary",110,41.1,0.013,0.3,88500,1.5,49130,78150,80690,107520,123630
"375","Florida","FL","Engineering Teachers, Postsecondary",590,1.1,0.068,0.27,101240,0.7,37450,61410,99110,128510,164730
"376","Florida","FL","Sound Engineering Technicians",580,18.3,0.068,0.88,50500,5.6,22120,26080,47040,63370,96910
"377","Florida","FL","Demonstrators and Product Promoters",2190,17.6,0.255,0.88,40600,8.2,18890,19860,29930,49680,82320
"378","Florida","FL","Sales Engineers",1510,12.9,0.176,0.42,106620,4.7,38990,77270,103160,131140,169120
"379","Florida","FL","Data Entry Keyers",11170,6.3,1.298,1.24,33150,1.7,22660,28690,30130,37420,46920
"380","Florida","FL","Operating Engineers and Other Construction Equipment Operators",20570,3.3,2.39,0.83,44250,1,29820,36790,38740,48060,60860
"381","Florida","FL","Stationary Engineers and Boiler Operators",270,26.3,0.032,0.15,60750,1.5,47040,50580,62280,64910,76570
"382","Florida","FL","Locomotive Engineers",730,2.5,0.085,0.31,63620,0.4,48870,49230,62790,62790,78910
"383","Florida","FL","Rail Yard Engineers, Dinkey Operators, and Hostlers",170,1.3,0.019,0.61,62590,0.2,61430,61760,61990,61990,61990
"384","Florida","FL","Ship Engineers",760,14.9,0.089,1.64,84620,1.7,61170,76790,80940,103110,103350
"385","Georgia","GA","Computer and Mathematical Occupations",151670,1.9,34.64,1.05,96570,1.3,47230,62150,96350,127110,154660
"386","Georgia","GA","Computer Network Architects",6510,7.1,1.487,1.24,122410,1.6,67180,94230,123660,150800,166790
"387","Georgia","GA","Database Administrators",3850,14.5,0.879,1.44,88920,6.3,48370,54620,93220,103910,131040
"388","Georgia","GA","Database Architects",1920,30.1,0.44,1.23,126310,6.3,75410,99870,127690,156770,168470
"389","Georgia","GA","Software Developers",45640,4,10.424,1.08,114740,1.6,64260,91820,117150,130300,163410
"390","Georgia","GA","Software Quality Assurance Analysts and Testers",4490,5.8,1.026,0.76,93350,1.8,59490,74980,94940,102600,131040
"391","Georgia","GA","Data Scientists",4340,14.3,0.991,1.32,104760,3.4,59530,77750,100620,128940,162280
"392","Georgia","GA","Mathematical Science Occupations, All Other",750,16.5,0.172,6.09,65920,8.4,31510,41740,48850,76920,122530
"393","Georgia","GA","Architecture and Engineering Occupations",61470,2.1,14.04,0.81,85660,1.2,44400,60360,78060,101670,130280
"394","Georgia","GA","Architects, Except Landscape and Naval",2450,10.6,0.56,0.79,87650,4.9,46730,61070,80460,101860,135060
"395","Georgia","GA","Landscape Architects",530,36.6,0.12,0.97,82420,7,48280,61450,78220,99630,125930
"396","Georgia","GA","Aerospace Engineers",1890,21.5,0.431,1.07,111860,4.9,73930,77750,102910,131590,160260
"397","Georgia","GA","Agricultural Engineers",40,20.4,0.01,1.22,102390,10.4,77490,81720,99280,102080,167790
"398","Georgia","GA","Bioengineers and Biomedical Engineers",180,21.6,0.041,0.34,91430,6.3,50990,62770,82700,120380,149910
"399","Georgia","GA","Chemical Engineers",350,16.4,0.08,0.46,106040,2.6,68940,79680,95300,127110,156920
"400","Georgia","GA","Civil Engineers",6670,9.1,1.523,0.7,79720,2.4,48690,60370,73000,97580,124300
"401","Georgia","GA","Computer Hardware Engineers",1590,8.5,0.363,0.69,108060,3.2,61090,78590,100380,128960,164360
"402","Georgia","GA","Electrical Engineers",4860,9.8,1.111,0.84,112570,2.5,71490,80140,102390,128810,162840
"403","Georgia","GA","Electronics Engineers, Except Computer",3950,4.9,0.903,1.19,107070,1.1,70260,79640,100720,128330,162940
"404","Georgia","GA","Environmental Engineers",1130,11.5,0.258,0.85,85840,2.5,49500,61060,77480,102390,126190
"405","Georgia","GA","Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",1310,31.6,0.299,1.84,96530,9.1,47370,63260,95480,128330,164340
"406","Georgia","GA","Industrial Engineers",6740,3,1.539,0.74,88390,1.2,59630,72030,79140,100370,127280
"407","Georgia","GA","Marine Engineers and Naval Architects",50,39.5,0.01,0.2,92620,3.3,75050,78500,95130,95130,120260
"408","Georgia","GA","Materials Engineers",400,27.7,0.092,0.6,88300,14,38060,60900,77750,120390,150540
"409","Georgia","GA","Mechanical Engineers",5500,10.2,1.257,0.64,91120,2.2,60900,76360,79380,100690,130280
"410","Georgia","GA","Mining and Geological Engineers, Including Mining Safety Engineers",70,29.4,0.016,0.31,81080,7.8,60930,61480,78490,88190,106670
"411","Georgia","GA","Engineers, All Other",5780,6.9,1.321,1.22,102500,2,59630,75230,99330,126500,152320
"412","Georgia","GA","Architectural and Civil Drafters",2630,11.9,0.6,0.83,61030,2.7,36410,47230,60360,72880,90570
"413","Georgia","GA","Civil Engineering Technologists and Technicians",1130,25,0.258,0.57,50180,5.8,29520,37090,47160,60710,76590
"414","Georgia","GA","Electrical and Electronic Engineering Technologists and Technicians",2640,3.9,0.603,0.84,69650,1.7,37720,48100,62230,81930,101240
"415","Georgia","GA","Environmental Engineering Technologists and Technicians",340,16.8,0.077,0.72,51760,4.9,34580,37360,47950,59110,77140
"416","Georgia","GA","Industrial Engineering Technologists and Technicians",1300,5,0.296,0.67,63710,1.5,42320,47310,60520,76600,93950
"417","Georgia","GA","Mechanical Engineering Technologists and Technicians",460,15,0.105,0.37,63540,2.1,47580,53980,60970,72040,79410
"418","Georgia","GA","Engineering Technologists and Technicians, Except Drafters, All Other",2480,7.5,0.567,1.09,62130,3.4,34460,46840,59810,75800,90380
"419","Georgia","GA","Mathematical Science Teachers, Postsecondary",950,1.7,0.217,0.69,62250,0.5,19070,48520,61220,75970,97340
"420","Georgia","GA","Sound Engineering Technicians",160,25.6,0.036,0.47,81370,12.9,40240,47250,62170,124540,138280
"421","Georgia","GA","Demonstrators and Product Promoters",790,20.8,0.18,0.62,32320,7.1,20390,23470,27190,41500,48290
"422","Georgia","GA","Sales Engineers",2100,12,0.479,1.13,120880,2.8,63330,80990,111570,157160,198690
"423","Georgia","GA","Data Entry Keyers",4190,9.8,0.956,0.92,34940,2.2,23460,28990,33570,38970,46960
"424","Georgia","GA","Operating Engineers and Other Construction Equipment Operators",12340,4.9,2.818,0.98,41830,1.4,28910,33810,37850,47810,59400
"425","Georgia","GA","Stationary Engineers and Boiler Operators",420,28.4,0.097,0.46,61360,2.9,48490,52490,60360,61830,93750
"426","Georgia","GA","Locomotive Engineers",1540,0.3,0.352,1.27,76320,0.3,49420,62410,79070,79070,99890
"427","Georgia","GA","Rail Yard Engineers, Dinkey Operators, and Hostlers",420,16.6,0.097,3.06,54030,6.8,38390,38400,61570,61990,77290
"428","Hawaii","HI","Architectural and Engineering Managers",980,9.2,1.794,1.35,136340,4.1,78850,100760,128420,162150,203900
"429","Hawaii","HI","Computer and Mathematical Occupations",11330,2.9,20.651,0.63,89800,2,48620,62450,80970,102500,129240
"430","Hawaii","HI","Computer Network Architects",230,28.3,0.414,0.35,106450,6.1,63260,78300,99960,128310,151960
"431","Hawaii","HI","Database Administrators",130,14.8,0.243,0.4,92650,3.9,49350,65500,98650,124550,127820
"432","Hawaii","HI","Database Architects",40,6.5,0.073,0.21,91250,2,49690,63560,81110,121660,127690
"433","Hawaii","HI","Software Developers",1920,8.7,3.497,0.36,112410,4.8,74690,80690,101990,129320,168460
"434","Hawaii","HI","Data Scientists",70,10.5,0.12,0.16,84200,2,38590,38590,80150,102410,151760
"435","Hawaii","HI","Architecture and Engineering Occupations",8550,3.3,15.598,0.9,89410,1.3,48660,62430,82620,103650,128330
"436","Hawaii","HI","Architects, Except Landscape and Naval",580,14.4,1.062,1.49,85550,3.8,45790,62430,79570,99280,125930
"437","Hawaii","HI","Aerospace Engineers",40,46.8,0.081,0.2,127710,5.8,78500,100290,120390,155410,197310
"438","Hawaii","HI","Civil Engineers",1960,7.1,3.576,1.66,85280,1.6,60820,62430,79180,100140,110840
"439","Hawaii","HI","Computer Hardware Engineers",80,36.8,0.149,0.28,114280,10.6,66500,79020,102910,150210,189430
"440","Hawaii","HI","Electrical Engineers",1250,15.8,2.282,1.73,109960,5.7,61210,77920,99340,130650,164340
"441","Hawaii","HI","Electronics Engineers, Except Computer",470,9.3,0.858,1.13,108800,1.1,75500,90110,105210,123510,137160
"442","Hawaii","HI","Environmental Engineers",200,18.6,0.361,1.19,110110,4.6,77750,87440,106100,131030,131030
"443","Hawaii","HI","Mechanical Engineers",750,17.1,1.363,0.69,83410,4.1,49130,62710,79220,99630,114000
"444","Hawaii","HI","Engineers, All Other",650,10,1.183,1.1,111780,3.3,76320,95430,107660,128330,160220
"445","Hawaii","HI","Architectural and Civil Drafters",290,19.9,0.526,0.73,64010,3.6,47230,48460,60980,74750,79360
"446","Hawaii","HI","Civil Engineering Technologists and Technicians",90,15.4,0.166,0.36,60000,4.2,46890,48280,59560,62230,79360
"447","Hawaii","HI","Electrical and Electronic Engineering Technologists and Technicians",290,6.3,0.533,0.74,85430,1.5,60670,75550,85220,99760,103850
"448","Hawaii","HI","Environmental Engineering Technologists and Technicians",40,11.8,0.075,0.71,55080,1.8,37980,47690,48390,61600,78220
"449","Hawaii","HI","Engineering Technologists and Technicians, Except Drafters, All Other",410,7,0.743,1.42,73380,4.3,36360,48390,78870,93200,103850
"450","Hawaii","HI","Mathematical Science Teachers, Postsecondary",230,0.4,0.416,1.33,73100,0.8,39230,60270,77100,98850,99000
"451","Hawaii","HI","Demonstrators and Product Promoters",170,35.5,0.317,1.1,36590,5,30110,30110,34840,37150,46730
"452","Hawaii","HI","Sales Engineers",70,10.1,0.132,0.31,71290,3.9,47010,49270,50960,98900,131670
"453","Hawaii","HI","Data Entry Keyers",320,16.3,0.578,0.55,36160,2.6,29310,29930,36900,37920,47610
"454","Hawaii","HI","Operating Engineers and Other Construction Equipment Operators",1960,6.4,3.581,1.25,78360,2.4,48030,61170,78350,98570,100020
"455","Hawaii","HI","Stationary Engineers and Boiler Operators",30,48.6,0.059,0.28,88560,3.6,76490,78710,98150,100500,101210
"456","Hawaii","HI","Ship Engineers",90,28.7,0.169,3.11,92040,20.8,49490,60890,62300,162560,168200
"457","Idaho","ID","Architectural and Engineering Managers",990,5.8,1.307,0.98,148160,1.9,84890,101860,128470,168400,206380
"458","Idaho","ID","Computer and Mathematical Occupations",18000,4.1,23.783,0.72,78380,2.8,35630,48340,74170,99510,128880
"459","Idaho","ID","Computer Network Architects",540,26.2,0.712,0.59,80650,22.6,18740,18740,80710,122510,151470
"460","Idaho","ID","Database Administrators",280,15.3,0.368,0.6,75250,23.5,47080,49030,75770,98880,119990
"461","Idaho","ID","Database Architects",80,27.5,0.105,0.29,137960,10.8,80170,118570,131910,168760,168760
"462","Idaho","ID","Software Developers",4890,7.5,6.465,0.67,98560,4.7,47790,63090,96530,122140,156370
"463","Idaho","ID","Software Quality Assurance Analysts and Testers",300,18.2,0.403,0.3,74220,7.2,30030,49080,70790,99040,124820
"464","Idaho","ID","Data Scientists",150,37.5,0.195,0.26,99240,3.8,77620,95940,99040,99040,128880
"465","Idaho","ID","Architecture and Engineering Occupations",12970,2.5,17.138,0.99,83760,1.3,39200,59110,77500,100890,130650
"466","Idaho","ID","Architects, Except Landscape and Naval",450,9.6,0.592,0.83,76550,3.7,47930,60310,74670,98030,126190
"467","Idaho","ID","Landscape Architects",90,17.5,0.117,0.95,53880,4.1,37240,38450,47470,61730,77440
"468","Idaho","ID","Aerospace Engineers",140,14,0.191,0.47,66170,4.1,47790,55650,61240,79070,80620
"469","Idaho","ID","Chemical Engineers",150,3.7,0.198,1.15,132850,0.8,95300,102080,130650,166160,167350
"470","Idaho","ID","Civil Engineers",2090,8.5,2.766,1.28,85820,2.5,57890,62160,79380,98990,125840
"471","Idaho","ID","Computer Hardware Engineers",140,31.2,0.19,0.36,97430,7,49020,72930,96640,127050,131100
"472","Idaho","ID","Electrical Engineers",710,10.5,0.94,0.71,111530,3.7,62560,95300,102080,130650,159130
"473","Idaho","ID","Electronics Engineers, Except Computer",500,18.6,0.659,0.87,107860,8.3,61000,76580,100200,128020,167350
"474","Idaho","ID","Environmental Engineers",230,12.7,0.302,1,112950,10.3,47950,75230,100110,131900,167350
"475","Idaho","ID","Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",130,10.9,0.166,1.02,110840,4.3,60360,79890,102080,130650,165530
"476","Idaho","ID","Industrial Engineers",1300,4.1,1.712,0.82,90970,3.3,60680,76650,79380,100820,126780
"477","Idaho","ID","Materials Engineers",180,37.2,0.232,1.52,104070,9.4,59630,75230,98740,130650,167350
"478","Idaho","ID","Mechanical Engineers",1150,11.6,1.525,0.77,82720,2.3,48690,61240,77500,99040,126250
"479","Idaho","ID","Engineers, All Other",310,7.4,0.411,0.38,103260,4.4,48220,68390,102080,130650,151920
"480","Idaho","ID","Architectural and Civil Drafters",760,15.8,1.007,1.4,49540,4.3,29820,36900,47600,60610,78090
"481","Idaho","ID","Civil Engineering Technologists and Technicians",320,16.6,0.421,0.92,53070,3.6,37890,46330,48950,60710,61950
"482","Idaho","ID","Electrical and Electronic Engineering Technologists and Technicians",680,7.7,0.896,1.24,61510,2.3,39480,47480,60630,74860,88610
"483","Idaho","ID","Environmental Engineering Technologists and Technicians",160,44.7,0.206,1.94,47180,9.3,28110,37130,47040,60110,62450
"484","Idaho","ID","Industrial Engineering Technologists and Technicians",490,8.8,0.653,1.48,58820,3.5,30320,37230,48460,78890,99970
"485","Idaho","ID","Mechanical Engineering Technologists and Technicians",120,40.8,0.157,0.55,72480,12.4,31310,59110,77140,79630,94130
"486","Idaho","ID","Engineering Technologists and Technicians, Except Drafters, All Other",420,11.1,0.551,1.05,75530,6.7,36930,47980,78960,99970,128610
"487","Idaho","ID","Mathematical Science Teachers, Postsecondary",210,1.8,0.275,0.88,76290,0.6,39090,48960,63850,103890,123350
"488","Idaho","ID","Architecture Teachers, Postsecondary",60,34.2,0.076,1.8,105370,7.4,76270,78730,104270,124660,132840
"489","Idaho","ID","Engineering Teachers, Postsecondary",150,0.6,0.2,0.79,120010,0.5,61760,82110,134760,134760,172680
"490","Idaho","ID","Demonstrators and Product Promoters",100,33.3,0.126,0.44,26840,6.4,18080,18100,27920,31560,37790
"491","Idaho","ID","Sales Engineers",100,23.9,0.134,0.32,101830,8.3,38170,66770,99110,125730,158350
"492","Idaho","ID","Data Entry Keyers",540,14.8,0.711,0.68,32800,2.5,23400,24560,29820,36370,45870
"493","Idaho","ID","Operating Engineers and Other Construction Equipment Operators",4170,5.1,5.503,1.92,48000,1.1,36670,38100,47490,56080,60860
"494","Idaho","ID","Stationary Engineers and Boiler Operators",260,5,0.348,1.64,56680,1.5,48110,48920,50470,62650,78430
"495","Idaho","ID","Locomotive Engineers",130,0.3,0.173,0.63,69300,0.6,50010,58500,79600,79600,79600
"496","Illinois","IL","Computer and Mathematical Occupations",175110,2.9,31.165,0.94,93580,1.1,47230,61850,93260,120710,151400
"497","Illinois","IL","Computer Network Architects",7330,7.3,1.304,1.09,124940,2.1,75820,99510,127690,155660,168460
"498","Illinois","IL","Database Administrators",5380,6.3,0.957,1.57,97700,3.7,48370,62020,83480,125550,162770
"499","Illinois","IL","Database Architects",1390,8.2,0.247,0.69,110530,2.6,50110,76280,103310,133040,166070
"500","Illinois","IL","Software Developers",50060,4.8,8.909,0.92,109970,1.4,61330,79990,102990,130680,163360
"501","Illinois","IL","Software Quality Assurance Analysts and Testers",7640,9.7,1.36,1.01,91670,2.2,50940,74590,94980,102410,129280
"502","Illinois","IL","Data Scientists",4670,6.6,0.83,1.1,104010,2,60900,77750,99720,127110,152270
"503","Illinois","IL","Mathematical Science Occupations, All Other",560,16.1,0.1,3.56,76540,5.1,46490,59280,71770,94100,119300
"504","Illinois","IL","Architecture and Engineering Occupations",74150,2,13.196,0.76,88370,0.8,48930,62160,79610,101720,128950
"505","Illinois","IL","Architects, Except Landscape and Naval",4560,7,0.811,1.14,89610,3.8,51120,63070,79820,102900,129700
"506","Illinois","IL","Landscape Architects",430,28.6,0.076,0.61,82600,10.8,47630,47900,79240,94930,109160
"507","Illinois","IL","Aerospace Engineers",400,37.3,0.072,0.18,99040,2.9,70100,78180,89430,110290,152610
"508","Illinois","IL","Agricultural Engineers",60,44.7,0.01,1.26,93140,3.7,65250,79800,97970,103230,113800
"509","Illinois","IL","Bioengineers and Biomedical Engineers",760,4.5,0.135,1.11,97140,1.2,61470,75250,92200,117980,131030
"510","Illinois","IL","Chemical Engineers",300,7.4,0.053,0.31,101420,3.8,61200,61250,100290,126760,155920
"511","Illinois","IL","Civil Engineers",12600,6.5,2.242,1.04,95670,1.7,61350,75560,95580,107500,129700
"512","Illinois","IL","Computer Hardware Engineers",550,13,0.097,0.19,112160,2.5,60360,79040,104670,130890,152710
"513","Illinois","IL","Electrical Engineers",3880,6.2,0.69,0.52,100190,1.3,61780,78210,98870,121090,139810
"514","Illinois","IL","Electronics Engineers, Except Computer",2860,15.1,0.508,0.67,113060,3.7,62770,85770,102560,131030,166890
"515","Illinois","IL","Environmental Engineers",770,15.6,0.138,0.45,93710,4,59820,66160,80840,121530,132830
"516","Illinois","IL","Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",310,14.5,0.056,0.34,97410,1.9,52520,76650,99340,122210,131030
"517","Illinois","IL","Industrial Engineers",12660,3.5,2.253,1.08,91930,1.2,60750,75230,83620,101610,128330
"518","Illinois","IL","Materials Engineers",250,6.9,0.044,0.29,91450,2.4,60750,60790,85040,103430,130280
"519","Illinois","IL","Mechanical Engineers",10520,6,1.872,0.95,96680,1.4,60900,75820,95580,120700,131600
"520","Illinois","IL","Mining and Geological Engineers, Including Mining Safety Engineers",100,19.1,0.018,0.35,91740,7.3,61820,62340,79640,115130,122130
"521","Illinois","IL","Nuclear Engineers",370,20.8,0.066,0.73,123560,5,80690,98180,122920,154810,154810
"522","Illinois","IL","Engineers, All Other",3070,10.1,0.546,0.51,101040,3.8,48960,70130,99340,128330,162770
"523","Illinois","IL","Architectural and Civil Drafters",2500,16.3,0.446,0.62,65950,3.5,42230,48550,61760,77760,97480
"524","Illinois","IL","Civil Engineering Technologists and Technicians",2780,7.8,0.495,1.09,64970,2.4,37890,47740,62120,77760,94300
"525","Illinois","IL","Electrical and Electronic Engineering Technologists and Technicians",2910,12.1,0.518,0.72,68620,1.6,47040,54390,62360,78000,99210
"526","Illinois","IL","Environmental Engineering Technologists and Technicians",310,41.5,0.055,0.52,52240,6.2,37040,37300,47010,59710,82800
"527","Illinois","IL","Industrial Engineering Technologists and Technicians",1800,7.4,0.32,0.73,65310,1.2,47100,51180,61730,76920,84790
"528","Illinois","IL","Mechanical Engineering Technologists and Technicians",1910,7.6,0.34,1.19,65760,1.8,44200,54730,61730,77760,94600
"529","Illinois","IL","Engineering Technologists and Technicians, Except Drafters, All Other",1840,10.5,0.327,0.63,72430,1.4,47200,60220,75800,83240,99420
"530","Illinois","IL","Mathematical Science Teachers, Postsecondary",2150,1.6,0.382,1.22,79570,0.6,39090,53730,76790,100290,128470
"531","Illinois","IL","Architecture Teachers, Postsecondary",160,0.5,0.029,0.68,97050,0.5,64030,76680,90050,123290,132840
"532","Illinois","IL","Sound Engineering Technicians",340,19.9,0.06,0.79,54350,13.1,30670,38540,41500,60360,92040
"533","Illinois","IL","Demonstrators and Product Promoters",1220,20.4,0.217,0.75,37120,8.9,23730,24350,30400,37790,59860
"534","Illinois","IL","Sales Engineers",1370,17,0.243,0.58,121060,4.9,63550,80010,121180,160960,171870
"535","Illinois","IL","Data Entry Keyers",8250,8.6,1.468,1.41,37860,2.4,25750,29240,36580,45570,52640
"536","Illinois","IL","Operating Engineers and Other Construction Equipment Operators",11530,4.5,2.053,0.71,77250,1.8,38240,59010,78760,98840,105110
"537","Illinois","IL","Stationary Engineers and Boiler Operators",1710,1.2,0.303,1.43,88410,0.3,61390,77270,97970,100310,100310
"538","Illinois","IL","Rail Yard Engineers, Dinkey Operators, and Hostlers",130,5.7,0.023,0.71,68020,5.2,50250,52810,64320,68380,81420
"539","Illinois","IL","Ship Engineers",150,21.1,0.027,0.5,88220,10.1,42970,57600,78830,101180,124800
"540","Indiana","IN","Architectural and Engineering Managers",3700,3.2,1.24,0.93,129990,1.1,78430,99480,126500,155680,177250
"541","Indiana","IN","Computer and Mathematical Occupations",62830,2.2,21.06,0.64,78760,0.9,38370,49700,76910,99510,127020
"542","Indiana","IN","Computer Network Architects",3250,6.4,1.089,0.91,99180,2.8,49470,77620,100210,126420,135970
"543","Indiana","IN","Database Administrators",1140,8.5,0.382,0.63,82000,2.8,47370,60670,78790,101480,126780
"544","Indiana","IN","Database Architects",630,16.2,0.21,0.59,96540,2.1,48640,75870,99360,122460,132460
"545","Indiana","IN","Software Developers",11760,8.7,3.942,0.41,94920,2.2,59520,75800,95360,104530,131340
"546","Indiana","IN","Software Quality Assurance Analysts and Testers",1350,9.8,0.452,0.33,79610,2.2,46990,61710,77620,98320,124550
"547","Indiana","IN","Data Scientists",2150,7.7,0.72,0.96,75280,3,44180,49400,72580,98650,119990
"548","Indiana","IN","Architecture and Engineering Occupations",48360,1.3,16.211,0.94,79960,0.7,47040,60220,76980,98850,122650
"549","Indiana","IN","Architects, Except Landscape and Naval",1280,5.7,0.43,0.6,82320,2.1,48690,60550,77030,100440,124970
"550","Indiana","IN","Landscape Architects",310,22.8,0.105,0.85,60680,10.1,36580,37750,50730,69150,121360
"551","Indiana","IN","Aerospace Engineers",240,10,0.079,0.2,97060,2.6,48400,62730,97510,122920,154810
"552","Indiana","IN","Agricultural Engineers",30,5.8,0.011,1.39,96790,4.8,61890,69530,85950,104330,162690
"553","Indiana","IN","Bioengineers and Biomedical Engineers",330,11.9,0.111,0.91,92050,4.6,60620,69120,92120,106340,130280
"554","Indiana","IN","Chemical Engineers",280,16.5,0.092,0.54,96880,2.2,61480,77760,99980,110640,130090
"555","Indiana","IN","Civil Engineers",3860,9.1,1.293,0.6,83800,1.6,59820,62160,78240,99790,121940
"556","Indiana","IN","Computer Hardware Engineers",600,13.9,0.202,0.39,98290,4.3,53700,65660,96140,122850,140610
"557","Indiana","IN","Electrical Engineers",3030,6.4,1.016,0.77,96110,1.7,61210,76930,95420,117440,131140
"558","Indiana","IN","Electronics Engineers, Except Computer",2050,4.7,0.686,0.9,102740,1.1,61200,76980,97880,119770,155410
"559","Indiana","IN","Environmental Engineers",690,20.5,0.23,0.76,86900,3.1,49620,61630,79670,100290,127510
"560","Indiana","IN","Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",270,11.4,0.09,0.56,92040,7.8,49000,73190,79950,115160,138650
"561","Indiana","IN","Industrial Engineers",12250,1.7,4.107,1.97,86160,0.6,59250,63480,79140,100290,126780
"562","Indiana","IN","Materials Engineers",390,14.4,0.13,0.85,81290,6.8,38200,48690,78190,100290,123700
"563","Indiana","IN","Mechanical Engineers",6740,4.8,2.259,1.14,87930,1.4,59630,69740,79390,99640,122990
"564","Indiana","IN","Mining and Geological Engineers, Including Mining Safety Engineers",30,18.9,0.011,0.2,92290,2,76650,78190,78250,100740,101780
"565","Indiana","IN","Petroleum Engineers",50,10.3,0.018,0.11,92840,4.5,61650,78350,78350,100450,121540
"566","Indiana","IN","Engineers, All Other",1900,5.8,0.638,0.59,80080,2.1,38060,48400,75230,99980,129650
"567","Indiana","IN","Architectural and Civil Drafters",1080,11.8,0.361,0.5,57700,1.9,37390,46880,54830,71910,78700
"568","Indiana","IN","Aerospace Engineering and Operations Technologists and Technicians",480,17.2,0.162,2.09,57660,2.1,47010,47300,59110,62410,78900
"569","Indiana","IN","Civil Engineering Technologists and Technicians",850,15.2,0.285,0.63,60890,4.4,38000,47490,60110,75050,79860
"570","Indiana","IN","Electrical and Electronic Engineering Technologists and Technicians",1740,6.1,0.584,0.81,69300,1.4,40590,48920,63280,84420,100680
"571","Indiana","IN","Environmental Engineering Technologists and Technicians",250,21.6,0.083,0.79,67400,5.9,37500,48040,69570,76930,97630
"572","Indiana","IN","Industrial Engineering Technologists and Technicians",2130,6.1,0.714,1.62,55370,1.5,37230,46840,50370,61730,77460
"573","Indiana","IN","Mechanical Engineering Technologists and Technicians",1920,6.4,0.644,2.26,64240,1.6,45060,48280,60460,76150,96320
"574","Indiana","IN","Engineering Technologists and Technicians, Except Drafters, All Other",740,7.8,0.248,0.48,66230,2.9,36520,47740,62480,80350,98280
"575","Indiana","IN","Mathematical Science Teachers, Postsecondary",720,1.5,0.243,0.78,81660,0.5,47580,49990,75600,97830,132340
"576","Indiana","IN","Engineering Teachers, Postsecondary",1490,0.4,0.501,1.99,110840,0.4,50300,80150,105250,134760,172680
"577","Indiana","IN","Sound Engineering Technicians",60,18.4,0.019,0.25,69980,28.9,23570,25660,39090,66450,163250
"578","Indiana","IN","Demonstrators and Product Promoters",220,11.8,0.072,0.25,30300,4.3,18100,21420,29270,36640,47930
"579","Indiana","IN","Sales Engineers",1410,7.9,0.473,1.12,82210,2.1,39020,49910,77920,101820,130380
"580","Indiana","IN","Data Entry Keyers",2780,6,0.933,0.89,34030,1.2,23450,29160,30130,37700,46970
"581","Indiana","IN","Operating Engineers and Other Construction Equipment Operators",10620,3.3,3.559,1.24,60760,1.3,37210,46960,60630,76130,78820
"582","Indiana","IN","Stationary Engineers and Boiler Operators",390,6.5,0.132,0.63,68120,2.7,36940,40910,76460,94690,101050
"583","Indiana","IN","Locomotive Engineers",1080,0.7,0.361,1.3,66910,0.3,49640,49810,63840,82060,82180
"584","Iowa","IA","Architectural and Engineering Managers",2430,2,1.639,1.23,138020,0.6,98670,120080,128420,152350,169800
"585","Iowa","IA","Computer and Mathematical Occupations",36980,2.2,24.904,0.75,87740,1.7,47180,61350,79860,102400,129490
"586","Iowa","IA","Computer Network Architects",980,14.3,0.663,0.55,107940,3.8,61980,80380,103010,129800,157380
"587","Iowa","IA","Database Administrators",550,8.1,0.37,0.61,90260,2.1,46360,62340,97710,120300,127970
"588","Iowa","IA","Database Architects",210,7.2,0.139,0.39,115450,1,78620,95820,103110,129940,157380
"589","Iowa","IA","Software Developers",10640,5.1,7.163,0.74,101530,1.2,62940,78420,99510,124950,132410
"590","Iowa","IA","Software Quality Assurance Analysts and Testers",930,6.5,0.628,0.47,87430,2.4,59620,74630,80290,99360,124550
"591","Iowa","IA","Data Scientists",1510,2.3,1.018,1.35,91470,1.4,50320,77020,96970,102520,129490
"592","Iowa","IA","Architecture and Engineering Occupations",24500,1.6,16.5,0.95,79820,0.5,47490,60710,77500,98990,122010
"593","Iowa","IA","Architects, Except Landscape and Naval",760,7.7,0.509,0.71,81210,1.5,48530,60750,77800,98760,122080
"594","Iowa","IA","Landscape Architects",170,15.8,0.116,0.94,62650,4.1,38550,49130,60820,71540,83550
"595","Iowa","IA","Bioengineers and Biomedical Engineers",60,22.7,0.044,0.36,73170,4.4,59060,62640,73990,79400,98990
"596","Iowa","IA","Chemical Engineers",140,14.4,0.096,0.56,109770,4.1,75230,78170,99700,128020,154250
"597","Iowa","IA","Civil Engineers",1960,6.9,1.321,0.61,89940,1.6,59720,62770,80370,101620,127720
"598","Iowa","IA","Computer Hardware Engineers",370,19.5,0.249,0.48,99650,3.7,61330,78650,100050,121110,131850
